806
1007.97 1630.71 27.3393 0 
992.195 1614.97 27.4786 0 
986.583 1609.68 27.525 0 
983.096 1606.1 27.556 0 
977.832 1600.8 27.6019 0 
970.68 1593.87 27.6309 0 
959.99 1583.31 27.6412 0 
952.9 1576.28 27.638 0 
947.585 1570.96 27.6343 0 
943.975 1567.47 27.6409 0 
933.337 1556.94 27.7579 0 
924.399 1548.22 27.8199 0 
913.58 1537.84 27.9249 0 
906.46 1530.85 28.045 0 
899.402 1523.82 28.1641 0 
892.307 1516.62 28.2693 0 
887.043 1511.48 28.3299 0 
883.34 1508.21 28.3487 0 
879.631 1505.0 28.3594 0 
875.871 1502.24 28.3299 0 
872.013 1499.75 28.2659 0 
868.003 1497.76 28.1912 0 
863.771 1496.06 28.1031 0 
859.439 1494.67 28.0037 0 
854.883 1493.7 27.897 0 
850.228 1492.85 27.7867 0 
845.472 1492.27 27.6729 0 
840.643 1491.94 27.5557 0 
835.739 1491.64 27.4376 0 
828.368 1491.4 27.2593 0 
820.95 1491.4 27.0809 0 
808.522 1491.59 26.783 0 
801.103 1491.81 26.6067 0 
793.585 1492.11 26.4285 0 
786.067 1492.48 26.2557 0 
778.596 1492.75 26.0865 0 
773.642 1493.02 25.9915 0 
763.626 1493.16 25.6523 0 
758.672 1493.28 25.5 0 
753.963 1493.41 25.5 0 
745.623 1493.37 25.5 0 
737.298 1493.36 25.5 0 
721.721 1493.29 25.5 1 BRONX2_WINDMILL_STREET
708.23 1493.31 25.5 0 
683.18 1493.3 25.5 0 
676.558 1493.34 25.8854 0 
672.691 1493.83 25.9903 0 
667.886 1495.55 26.3307 0 
663.179 1499.1 26.9266 0 
658.535 1505.09 27.7049 0 
654.18 1511.44 28.5995 0 
649.051 1519.63 29.6783 0 
637.799 1537.72 31.9291 0 
627.51 1554.52 33.6644 0 
616.949 1572.42 35.191 0 
603.547 1594.7 36.8539 0 
597.424 1604.28 37.2196 0 
595.83 1606.13 37.1654 0 
594.038 1607.66 37.111 0 
592.009 1609.14 37.11 0 
590.213 1610.31 37.1363 0 
588.246 1611.38 37.1625 0 
586.08 1612.33 37.1896 0 
583.762 1613.02 37.2165 0 
581.322 1613.56 37.2431 0 
578.578 1613.84 37.2727 0 
569.843 1614.23 36.9997 0 
557.918 1614.45 36.1701 0 
543.861 1614.46 34.9777 0 
529.042 1614.47 33.632 0 
514.771 1614.53 32.2504 0 
502.3 1614.58 30.8623 0 
491.639 1614.62 29.5258 0 
481.98 1614.67 28.1433 0 
466.633 1614.66 26.0927 0 
453.667 1614.72 24.9501 0 
444.584 1614.91 24.7167 0 
440.463 1615.18 24.7158 0 
435.992 1615.74 24.7451 0 
432.092 1616.74 24.7915 0 
426.52 1618.71 24.8618 0 
423.072 1620.88 24.9116 0 
418.418 1624.42 25.0019 0 
416.87 1625.76 24.7 0 
395.552 1643.55 24.7 1  BRONX2_SAN_QUENTIN_AVENUE
384.517 1652.96 24.7 0 
368.946 1665.94 24.7 0 
361.455 1671.06 25.0458 0 
353.357 1676.39 25.0537 0 
348.895 1678.79 25.0722 0 
341.027 1682.42 25.1274 0 
335.938 1684.32 25.1747 0 
330.787 1686.07 25.2294 0 
325.482 1687.33 25.2914 0 
