1248
959.828 -73.3909 31.624 0 
961.156 -67.6665 31.3546 0 
961.199 -51.6277 31.7508 0 
961.231 -44.1406 31.92 0 
961.234 -34.1519 32.1251 0 
961.296 -19.1745 32.389 0 
961.21 0.867996 32.6883 0 
961.206 18.3916 33.1859 0 
961.229 35.883 34.3082 0 
961.242 53.2854 35.9564 0 
961.218 63.2099 36.9371 0 
961.127 80.6677 38.223 0 
961.19 93.1486 38.9027 0 
961.222 108.117 39.5514 0 
961.242 120.584 39.9452 0 
961.232 140.557 40.2813 0 
961.177 153.08 40.274 0 
961.327 165.644 40.1732 0 
961.45 175.647 40.0755 0 
961.594 185.53 39.9493 0 
961.55 195.45 39.774 0 
961.48 203.309 39.5865 0 
961.124 211.403 39.3097 0 
960.768 213.896 39.193 0 
960.088 216.875 39.046 0 
959.149 219.951 38.8727 0 
958.095 222.83 38.6817 0 
956.538 226.401 38.3983 0 
954.707 229.515 38.0843 0 
952.875 232.17 37.773 0 
950.861 234.718 37.4493 0 
948.497 237.146 37.1068 0 
946.036 239.25 36.7799 0 
943.22 241.581 36.4183 0 
940.272 243.555 36.0819 0 
936.953 245.318 35.7467 0 
933.329 246.865 35.4242 0 
929.345 248.078 35.12 0 
924.569 249.392 34.7989 0 
916.84 250.588 34.4488 0 
913.586 250.903 34.3089 0 
907.477 250.916 34.1432 0 
901.35 250.413 33.9281 0 
895.017 249.52 33.775 0 
888.731 248.902 33.6231 0 
875.915 247.816 33.5011 0 
862.695 247.262 33.4864 0 
855.191 247.287 33.5931 0 
841.945 247.237 33.7792 0 
824.267 247.255 33.8218 0 
809.787 247.303 33.8582 0 
791.819 247.254 33.9236 0 
779.443 247.213 34.0125 0 
772.483 247.238 34.0677 0 
761.5 247.262 34.1473 0 
753.379 247.275 34.2044 0 
726.364 247.187 34.5098 0 
703.616 247.135 34.7943 0 
686.753 247.221 34.9542 0 
665.769 247.247 35.2964 0 
647.411 247.121 35.6915 0 
631.546 247.16 36.0462 0 
615.786 247.173 36.3638 0 
597.27 247.208 36.659 0 
570.974 247.185 37.0652 0 
555.21 247.158 37.1595 0 
539.38 247.14 37.2728 0 
521.05 247.235 37.4271 0 
512.959 247.236 37.5015 0 
502.625 247.216 37.5889 0 
494.643 247.173 37.6685 0 
478.119 247.218 37.8389 0 
466.574 247.311 37.9576 0 
454.297 247.285 38.0533 0 
441.607 247.235 38.1563 0 
428.585 247.235 38.2281 0 
415.797 247.257 38.274 0 
403.505 247.304 38.2891 0 
393.53 247.339 38.2696 0 
382.003 247.283 38.2134 0 
369.718 247.255 38.0811 0 
356.959 247.348 37.9048 0 
344.016 247.414 37.7549 0 
331.205 247.499 37.3741 0 
313.423 247.716 36.6529 0 
304.965 247.787 36.249 0 
297.087 247.809 35.8686 0 
289.741 247.85 35.4331 0 
281.313 247.811 34.9003 0 
268.189 247.793 33.9409 0 
260.846 247.775 33.3295 0 
250.381 247.654 32.3456 0 
239.385 247.619 31.2089 0 
226.862 247.683 29.7993 0 
215.827 247.644 28.4384 0 
195.357 247.647 25.8314 0 
174.848 247.622 22.9823 0 
149.168 247.665 19.1625 0 
120.116 247.637 14.6478 0 
107.408 247.373 12.6959 0 
103.354 247.379 12.0881 0 
98.3014 247.39 11.3781 0 
93.8873 247.388 10.7766 0 
83.8655 247.606 9.23019 0 
