91
29 0
-740.930298 1192.958008
-734.269409 1203.537354
-723.135498 1221.088501
-729.659546 1229.934570
-723.227356 1241.964355
-712.106812 1256.342163
-710.360046 1279.924927
-711.778748 1300.931274
-718.434387 1315.522339
-721.009399 1322.312134
-729.240662 1336.229126
-733.817139 1349.536011
-739.499939 1364.165649
-747.463318 1373.123047
-755.928467 1381.363281
-761.244751 1386.578735
-766.904175 1392.130615
-769.580811 1400.124023
-766.205444 1407.117065
-759.643616 1412.047485
-753.929138 1416.286133
-746.806030 1421.569458
-738.926025 1430.735840
-730.805542 1442.351196
-724.227234 1455.663208
-717.772400 1466.156738
-718.388306 1471.355591
-717.044739 1477.664917
-714.957520 1481.777466
66 0
-710.801880 1509.367676
-714.540039 1518.506470
-717.505920 1523.678711
-722.044312 1532.390259
-727.149719 1540.506714
-735.901489 1552.099609
-751.237976 1564.223633
-758.304626 1571.334595
-759.776794 1577.196777
-767.061340 1580.239380
-773.809875 1583.690063
-778.214050 1589.759521
-779.896484 1595.959961
-779.438354 1599.956177
-779.077759 1603.099976
-778.231262 1610.483643
-780.385254 1611.205078
-778.328003 1618.490234
-775.197693 1627.681152
-772.809937 1634.249023
-770.423462 1640.813965
-769.862610 1643.890503
-771.616943 1648.924316
-773.468445 1654.876465
-774.787781 1659.173584
-780.018250 1664.415894
-784.883728 1669.144775
-789.098938 1672.040405
-795.595947 1676.503296
-802.454956 1681.480347
-810.661316 1686.828247
-817.263489 1688.748413
-823.672852 1691.709229
-829.924316 1694.074097
-833.109375 1694.499023
-834.847229 1695.643799
-838.180603 1695.136963
-842.094421 1694.944458
-842.234436 1696.823853
-838.721619 1699.180054
-839.371521 1702.728760
-842.116516 1703.494385
-842.966736 1706.112061
-840.669067 1707.938721
-838.444397 1708.967407
-832.565491 1710.618652
-828.283020 1713.009521
-825.052551 1713.527466
-823.349792 1714.135132
-820.560120 1715.096802
-819.817871 1717.435913
-819.637817 1720.573486
-824.055481 1724.130005
-825.130798 1731.353882
-823.570557 1734.390381
-825.656860 1735.327271
-827.609253 1738.036133
-826.816284 1742.724976
-825.679138 1750.182373
-823.169983 1757.766602
-820.901550 1762.697021
-815.747742 1763.856079
-811.325867 1764.850342
-807.413391 1766.635620
-805.645630 1766.775513
-802.094299 1765.789429
12 0
-798.067993 1775.772217
-799.889282 1780.334717
-800.801025 1785.281006
-801.022278 1793.402466
-802.183228 1801.171997
-806.005798 1810.718384
-809.777100 1819.890625
-814.936218 1829.864868
-821.274109 1839.219971
-822.718140 1841.351563
-826.113647 1846.363892
-830.401184 1850.037964
30 0
-835.461487 1856.311401
-838.900085 1866.584473
-841.672241 1874.774292
-844.434265 1882.933594
-849.188049 1894.642822
-855.129395 1902.328613
-866.330688 1914.410400
-873.630432 1924.288330
-876.932251 1930.892700
-876.580444 1939.193848
-880.397217 1946.082397
-883.764221 1954.839233
-888.117004 1964.562134
-893.574768 1970.125488
-897.859497 1973.738525
-899.004211 1976.005127
-900.033691 1978.043945
-903.498901 1978.442749
-904.511536 1976.097534
-911.370544 1979.025146
-915.091980 1983.585693
-918.708130 1989.138306
-926.882141 1995.440918
-930.435059 1997.968872
-936.970459 1998.332153
-945.060303 1999.564087
-955.411133 1999.478760
-966.972961 1999.244629
-972.685974 2000.824341
-975.829224 2001.693359
38 0
-999.593201 2000.906250
-1009.471802 1995.172119
-1017.107971 1988.243164
-1026.165039 1979.388794
-1031.771484 1969.046631
-1037.028809 1959.291016
-1042.107056 1949.866943
-1048.170532 1943.862305
-1053.404663 1938.265015
-1055.176758 1936.224854
-1056.575928 1932.571167
-1058.992920 1924.417969
-1060.703491 1918.977905
-1063.083618 1912.370117
-1069.334595 1905.605347
-1074.150879 1900.513428
-1075.873169 1892.191772
-1077.374023 1884.876953
-1078.627075 1877.136963
-1079.781738 1870.005859
-1080.386475 1864.141479
-1079.493042 1860.818970
-1081.209351 1856.427002
-1084.025879 1851.792725
-1088.067261 1848.638428
-1094.917114 1843.300415
-1102.841187 1841.804443
-1106.659424 1840.467529
-1113.698608 1843.610107
-1116.952026 1845.191406
-1118.226440 1846.818726
-1120.576416 1850.114380
-1123.045288 1855.886108
-1123.729736 1857.456665
-1128.073120 1862.992798
-1131.809814 1867.624512
-1133.563721 1873.678589
-1141.618164 1877.775879
8 0
-1531.535522 1379.210571
-1533.036377 1359.818726
-1526.189453 1346.418457
-1523.637329 1325.623657
-1531.952759 1311.019531
-1540.491211 1291.091797
-1546.337769 1274.269897
-1546.054932 1258.121704
9 0
-1570.919800 1227.543457
-1583.087036 1220.042358
-1595.206177 1218.645264
-1604.285156 1211.732788
-1615.922852 1202.437744
-1623.283447 1193.864746
-1629.342896 1183.728882
-1632.066162 1174.877808
-1636.080322 1159.942383
10 0
-1697.518066 1000.103638
-1702.231934 989.401611
-1709.851563 977.330505
-1718.457275 961.848999
-1724.893188 946.669006
-1733.556152 927.193848
-1747.395508 913.392151
-1755.012817 889.141235
-1758.054077 867.218628
-1756.150391 843.162354
6 0
-1812.877563 735.057068
-1825.696777 727.933777
-1831.183472 723.623291
-1831.905518 721.807800
-1834.575684 714.099121
-1838.567261 705.989258
15 0
-1841.842651 699.334229
-1843.284912 693.937439
-1843.768311 687.652283
-1844.313110 682.718628
-1847.463989 678.881775
-1850.572144 674.957703
-1855.110840 669.091858
-1856.895020 660.694763
-1858.373413 649.974792
-1857.728271 640.089844
-1857.164429 629.283203
-1855.286865 618.638855
-1851.998657 610.629395
-1848.565796 602.267029
-1844.506714 597.223206
12 0
-1855.548462 549.633057
-1863.288086 542.337646
